Support Library class,Android X class,Similarity,Support,AndroidX,Percentage
android.support.v7.widget.ActivityChooserModel,androidx.appcompat.widget.ActivityChooserModel,1,0,2,0.0%
android.support.v7.widget.AdapterHelper,androidx.recyclerview.widget.AdapterHelper,1,0,4,0.0%
android.support.v7.widget.AppCompatHintHelper,androidx.appcompat.widget.AppCompatHintHelper,1,0,6,0.0%
android.support.v7.widget.AppCompatPopupWindow,androidx.appcompat.widget.AppCompatPopupWindow,1,0,0,0
android.support.v7.widget.AppCompatProgressBarHelper,androidx.appcompat.widget.AppCompatProgressBarHelper,0.9236,0,0,0
android.support.v7.widget.AppCompatSeekBarHelper,androidx.appcompat.widget.AppCompatSeekBarHelper,0.9992,0,0,0
android.support.v7.widget.AppCompatTextHelper,androidx.appcompat.widget.AppCompatTextHelper,0.983,0,0,0
android.support.v7.widget.AppCompatTextViewAutoSizeHelper,androidx.appcompat.widget.AppCompatTextViewAutoSizeHelper,0.9896,0,0,0
android.support.v7.widget.CardViewApi17Impl,androidx.cardview.widget.CardViewApi17Impl,1,0,0,0
android.support.v7.widget.CardViewApi21Impl,androidx.cardview.widget.CardViewApi21Impl,1,0,19,0.0%
android.support.v7.widget.CardViewBaseImpl,androidx.cardview.widget.CardViewBaseImpl,1,0,0,0
android.support.v7.widget.CardViewDelegate,androidx.cardview.widget.CardViewDelegate,1,0,7,0.0%
android.support.v7.widget.CardViewImpl,androidx.cardview.widget.CardViewImpl,1,0,10,0.0%
android.support.v7.widget.DecorContentParent,androidx.appcompat.widget.DecorContentParent,1,0,91,0.0%
android.support.v7.widget.FastScroller,androidx.recyclerview.widget.FastScroller,1,0,0,0
android.support.v7.widget.FitWindowsViewGroup,androidx.appcompat.widget.FitWindowsViewGroup,1,0,13,0.0%
android.support.v7.widget.ForwardingListener,androidx.appcompat.widget.ForwardingListener,1,0,5,0.0%
android.support.v7.widget.GapWorker,androidx.recyclerview.widget.GapWorker,1,0,0,0
android.support.v7.widget.helper.ItemTouchUIUtilImpl,androidx.recyclerview.widget.ItemTouchUIUtilImpl,0.9996,0,1,0.0%
android.support.v7.widget.LayoutState,androidx.recyclerview.widget.LayoutState,0.9997,0,0,0
android.support.v7.widget.MenuItemHoverListener,androidx.appcompat.widget.MenuItemHoverListener,1,0,4,0.0%
android.support.v7.widget.OpReorderer,androidx.recyclerview.widget.OpReorderer,1,0,1,0.0%
android.support.v7.widget.ResourcesWrapper,androidx.appcompat.widget.ResourcesWrapper,0.9996,0,0,0
android.support.v7.widget.RoundRectDrawable,androidx.cardview.widget.RoundRectDrawable,1,0,23,0.0%
android.support.v7.widget.RoundRectDrawableWithShadow,androidx.cardview.widget.RoundRectDrawableWithShadow,1,0,23,0.0%
android.support.v7.widget.RtlSpacingHelper,androidx.appcompat.widget.RtlSpacingHelper,1,0,10,0.0%
android.support.v7.widget.ScrollbarHelper,androidx.recyclerview.widget.ScrollbarHelper,1,0,0,0
android.support.v7.widget.SuggestionsAdapter,androidx.appcompat.widget.SuggestionsAdapter,0.9995,0,0,0
android.support.v7.widget.ThemedSpinnerAdapter,androidx.appcompat.widget.ThemedSpinnerAdapter,0.9976,0,2,0.0%
android.support.v7.widget.ThemeUtils,androidx.appcompat.widget.ThemeUtils,0.9874,0,6,0.0%
android.support.v7.widget.TintResources,androidx.appcompat.widget.TintResources,0.9468,0,0,0
android.support.v7.widget.TooltipCompatHandler,androidx.appcompat.widget.TooltipCompatHandler,0.993,0,14,0.0%
android.support.v7.widget.TooltipPopup,androidx.appcompat.widget.TooltipPopup,1,0,2,0.0%
android.support.v7.widget.VectorEnabledTintResources,androidx.appcompat.widget.VectorEnabledTintResources,0.6717,0,120,0.0%
android.support.v7.widget.ViewBoundsCheck,androidx.recyclerview.widget.ViewBoundsCheck,0.9997,0,1,0.0%
android.support.v7.widget.ViewInfoStore,androidx.recyclerview.widget.ViewInfoStore,0.9271,0,7,0.0%
android.support.v7.widget.ViewUtils,androidx.appcompat.widget.ViewUtils,0.9963,0,125,0.0%
android.support.v7.widget.WithHint,androidx.appcompat.widget.WithHint,1,0,61,0.0%
android.support.wear.activity.ConfirmationActivity,androidx.wear.activity.ConfirmationActivity,0.9963,0,0,0
android.support.wear.ambient.AmbientDelegate,androidx.wear.ambient.AmbientDelegate,0.9984,0,2,0.0%
android.support.wear.ambient.AmbientMode,androidx.wear.ambient.AmbientMode,1,0,0,0
android.support.wear.ambient.AmbientModeSupport,androidx.wear.ambient.AmbientModeSupport,0.9999,0,0,0
android.support.wear.ambient.SharedLibraryVersion,androidx.wear.ambient.SharedLibraryVersion,1,0,2,0.0%
android.support.wear.ambient.WearableControllerProvider,androidx.wear.ambient.WearableControllerProvider,1,0,2,0.0%
android.support.wear.internal.widget.drawer.MultiPagePresenter,androidx.wear.internal.widget.drawer.MultiPagePresenter,1,0,0,0
android.support.wear.internal.widget.drawer.MultiPageUi,androidx.wear.internal.widget.drawer.MultiPageUi,0.9998,0,0,0
android.support.wear.internal.widget.drawer.SinglePagePresenter,androidx.wear.internal.widget.drawer.SinglePagePresenter,1,0,0,0
android.support.wear.internal.widget.drawer.SinglePageUi,androidx.wear.internal.widget.drawer.SinglePageUi,0.9997,0,0,0
android.support.wear.internal.widget.drawer.WearableNavigationDrawerPresenter,androidx.wear.internal.widget.drawer.WearableNavigationDrawerPresenter,1,0,0,0
android.support.wear.internal.widget.ResourcesUtil,androidx.wear.internal.widget.ResourcesUtil,1,0,0,0
android.support.wear.R,androidx.wear.R,-1,0,0,0
android.support.wear.utils.MetadataConstants,androidx.wear.utils.MetadataConstants,1,0,0,0
android.support.wear.widget.BezierSCurveInterpolator,androidx.wear.widget.BezierSCurveInterpolator,1,0,0,0
android.support.wear.widget.BoxInsetLayout,androidx.wear.widget.BoxInsetLayout,1,0,0,0
android.support.wear.widget.CircledImageView,androidx.wear.widget.CircledImageView,1,0,0,0
android.support.wear.widget.CircularProgressLayout,androidx.wear.widget.CircularProgressLayout,1,0,0,0
android.support.wear.widget.CircularProgressLayoutController,androidx.wear.widget.CircularProgressLayoutController,1,0,0,0
android.support.wear.widget.ConfirmationOverlay,androidx.wear.widget.ConfirmationOverlay,0.9884,0,0,0
android.support.wear.widget.CurvingLayoutCallback,androidx.wear.widget.CurvingLayoutCallback,1,0,0,0
android.support.wear.widget.drawer.AbsListViewFlingWatcher,androidx.wear.widget.drawer.AbsListViewFlingWatcher,1,0,0,0
android.support.wear.widget.drawer.FlingWatcherFactory,androidx.wear.widget.drawer.FlingWatcherFactory,1,0,0,0
android.support.wear.widget.drawer.NestedScrollViewFlingWatcher,androidx.wear.widget.drawer.NestedScrollViewFlingWatcher,1,0,0,0
android.support.wear.widget.drawer.PageIndicatorView,androidx.wear.widget.drawer.PageIndicatorView,1,0,5,0.0%
android.support.wear.widget.drawer.RecyclerViewFlingWatcher,androidx.wear.widget.drawer.RecyclerViewFlingWatcher,1,0,0,0
android.support.wear.widget.drawer.ScrollViewFlingWatcher,androidx.wear.widget.drawer.ScrollViewFlingWatcher,1,0,0,0
android.support.wear.widget.drawer.WearableActionDrawerMenu,androidx.wear.widget.drawer.WearableActionDrawerMenu,0.9999,0,0,0
android.support.wear.widget.drawer.WearableActionDrawerView,androidx.wear.widget.drawer.WearableActionDrawerView,0.9997,0,0,0
android.support.wear.widget.drawer.WearableDrawerController,androidx.wear.widget.drawer.WearableDrawerController,1,0,0,0
android.support.wear.widget.drawer.WearableDrawerLayout,androidx.wear.widget.drawer.WearableDrawerLayout,0.9999,0,0,0
android.support.wear.widget.drawer.WearableDrawerView,androidx.wear.widget.drawer.WearableDrawerView,0.9999,0,0,0
android.support.wear.widget.drawer.WearableNavigationDrawerView,androidx.wear.widget.drawer.WearableNavigationDrawerView,0.9995,0,0,0
android.support.wear.widget.ProgressDrawable,androidx.wear.widget.ProgressDrawable,1,0,0,0
android.support.wear.widget.ResourcesUtil,androidx.wear.widget.ResourcesUtil,1,0,0,0
android.support.wear.widget.RoundedDrawable,androidx.wear.widget.RoundedDrawable,1,0,0,0
android.support.wear.widget.ScrollManager,androidx.wear.widget.ScrollManager,1,0,0,0
android.support.wear.widget.SimpleAnimatorListener,androidx.wear.widget.SimpleAnimatorListener,1,0,0,0
android.support.wear.widget.SwipeDismissFrameLayout,androidx.wear.widget.SwipeDismissFrameLayout,0.8923,0,0,0
android.support.wear.widget.SwipeDismissLayout,androidx.wear.widget.SwipeDismissLayout,-1,0,0,0
android.support.wear.widget.WearableLinearLayoutManager,androidx.wear.widget.WearableLinearLayoutManager,1,0,0,0
android.support.wear.widget.WearableRecyclerView,androidx.wear.widget.WearableRecyclerView,0.9993,0,0,0
