support,androidx,similarity,manual check
android.support.test.espresso.remote.internal.deps.guava.base.Ticker,androidx.test.espresso.remote.internal.deps.guava.base.Ticker,100.00%,1
android.support.test.espresso.core.internal.deps.guava.base.Objects,androidx.test.espresso.core.internal.deps.guava.base.Objects,100.00%,1
android.support.test.espresso.remote.internal.deps.guava.primitives.Booleans,androidx.test.espresso.remote.internal.deps.guava.primitives.Booleans,100.00%,1
android.support.constraint.solver.state.ConstraintReference,androidx.constraintlayout.solver.state.ConstraintReference,100.00%,1
android.support.test.espresso.remote.internal.deps.protobuf.NewInstanceSchemaLite,androidx.test.espresso.remote.internal.deps.protobuf.NewInstanceSchemaLite,100.00%,1
android.support.test.espresso.remote.internal.deps.protobuf.ExtensionSchemas,androidx.test.espresso.remote.internal.deps.protobuf.ExtensionSchemas,100.00%,1
android.support.test.espresso.remote.internal.deps.protobuf.MapFieldSchemaLite,androidx.test.espresso.remote.internal.deps.protobuf.MapFieldSchemaLite,100.00%,1
android.support.test.espresso.remote.internal.deps.protobuf.OneofInfo,androidx.test.espresso.remote.internal.deps.protobuf.OneofInfo,100.00%,1
android.support.test.espresso.core.internal.deps.guava.util.concurrent.ListeningExecutorService,androidx.test.espresso.core.internal.deps.guava.util.concurrent.ListeningExecutorService,100.00%,1
android.support.test.espresso.web.internal.deps.guava.base.Ascii,androidx.test.espresso.web.internal.deps.guava.base.Ascii,100.00%,1
android.support.test.internal.runner.junit3.NonExecutingTestSuite,androidx.test.internal.runner.junit3.NonExecutingTestSuite,100.00%,1
android.support.test.runner.internal.deps.aidl.BaseProxy,androidx.test.runner.internal.deps.aidl.BaseProxy,100.00%,1
android.support.constraint.solver.widgets.analyzer.HelperReferences,androidx.constraintlayout.solver.widgets.analyzer.HelperReferences,100.00%,1
android.support.test.espresso.web.internal.deps.guava.util.concurrent.ListenableScheduledFuture,androidx.test.espresso.web.internal.deps.guava.util.concurrent.ListenableScheduledFuture,100.00%,1
android.support.test.espresso.core.internal.deps.guava.base.ExtraObjectsMethodsForWeb,androidx.test.espresso.core.internal.deps.guava.base.ExtraObjectsMethodsForWeb,100.00%,1
android.support.constraint.solver.widgets.analyzer.Grouping,androidx.constraintlayout.solver.widgets.analyzer.Grouping,100.00%,1
android.support.test.espresso.remote.internal.deps.guava.base.Objects,androidx.test.espresso.remote.internal.deps.guava.base.Objects,100.00%,1
android.support.constraint.solver.widgets.analyzer.Direct,androidx.constraintlayout.solver.widgets.analyzer.Direct,100.00%,1
android.support.test.uiautomator.v18.BuildConfig,androidx.test.uiautomator.v18.BuildConfig,100.00%,1
android.support.constraint.solver.widgets.analyzer.HorizontalWidgetRun,androidx.constraintlayout.solver.widgets.analyzer.HorizontalWidgetRun,100.00%,1
android.support.test.espresso.remote.internal.deps.guava.base.Absent,androidx.test.espresso.remote.internal.deps.guava.base.Absent,100.00%,1
android.support.test.internal.runner.junit3.NonExecutingTestResult,androidx.test.internal.runner.junit3.NonExecutingTestResult,100.00%,1
android.support.test.espresso.web.internal.deps.guava.cache.LongAddables,androidx.test.espresso.web.internal.deps.guava.cache.LongAddables,100.00%,1
android.support.test.espresso.core.internal.deps.guava.util.concurrent.AbstractListeningExecutorService,androidx.test.espresso.core.internal.deps.guava.util.concurrent.AbstractListeningExecutorService,100.00%,1
